sId,tbId,type,no,name,description,descriptionEn,Xml,remark,createUser,createTime,modifyUser,modifyTime,sTamp
6b0ea71b-a520-464c-8c40-1639093388f0,376911e5-923f-4ddf-948f-c9dbad084917,2,10,菜单类型,NULL,NULL,<Root><Item><PName></PName><Name>name</Name><AssemblyName>Spring.Windows.Framework</AssemblyName><ClassName>Spring.Windows.Framework.UiControl.SpringLabel</ClassName><TabIndex>0</TabIndex><LocationX>1</LocationX><LocationY>4</LocationY><SizeWidth>62</SizeWidth><SizeHeight>15</SizeHeight><Visible>True</Visible><ReadOnly>True</ReadOnly><Text>名称</Text><BackColor>-986896</BackColor><Dock>None</Dock><isNullable>False</isNullable><uiTitle></uiTitle><uiDefault></uiDefault><dbName></dbName><tbName></tbName><templateType>-1</templateType><listName></listName><subListName></subListName><valueMember></valueMember><displayMember></displayMember><displayType>0</displayType><isPage>False</isPage><pageSize>10</pageSize><addWhere></addWhere><orderValue></orderValue></Item><Item><PName></PName><Name>name</Name><AssemblyName>Spring.Windows.Framework</AssemblyName><ClassName>Spring.Windows.Framework.UiControl.SpringTextBox</ClassName><TabIndex>1</TabIndex><LocationX>69</LocationX><LocationY>2</LocationY><SizeWidth>160</SizeWidth><SizeHeight>21</SizeHeight><Visible>True</Visible><ReadOnly>False</ReadOnly><Text></Text><BackColor>-1</BackColor><Dock>None</Dock><isNullable>True</isNullable><uiTitle></uiTitle><uiDefault></uiDefault><dbName></dbName><tbName></tbName><templateType>-1</templateType><listName></listName><subListName></subListName><valueMember></valueMember><displayMember></displayMember><displayType>0</displayType><isPage>False</isPage><pageSize>10</pageSize><addWhere></addWhere><orderValue></orderValue></Item><Item><PName></PName><Name>no</Name><AssemblyName>Spring.Windows.Framework</AssemblyName><ClassName>Spring.Windows.Framework.UiControl.SpringLabel</ClassName><TabIndex>2</TabIndex><LocationX>235</LocationX><LocationY>4</LocationY><SizeWidth>38</SizeWidth><SizeHeight>16</SizeHeight><Visible>True</Visible><ReadOnly>True</ReadOnly><Text>内码</Text><BackColor>-986896</BackColor><Dock>None</Dock><isNullable>False</isNullable><uiTitle></uiTitle><uiDefault></uiDefault><dbName></dbName><tbName></tbName><templateType>-1</templateType><listName></listName><subListName></subListName><valueMember></valueMember><displayMember></displayMember><displayType>0</displayType><isPage>False</isPage><pageSize>10</pageSize><addWhere></addWhere><orderValue></orderValue></Item><Item><PName></PName><Name>no</Name><AssemblyName>Spring.Windows.Framework</AssemblyName><ClassName>Spring.Windows.Framework.UiControl.SpringTextBox</ClassName><TabIndex>3</TabIndex><LocationX>279</LocationX><LocationY>2</LocationY><SizeWidth>100</SizeWidth><SizeHeight>21</SizeHeight><Visible>True</Visible><ReadOnly>False</ReadOnly><Text></Text><BackColor>-1</BackColor><Dock>None</Dock><isNullable>True</isNullable><uiTitle></uiTitle><uiDefault></uiDefault><dbName></dbName><tbName></tbName><templateType>-1</templateType><listName></listName><subListName></subListName><valueMember></valueMember><displayMember></displayMember><displayType>0</displayType><isPage>False</isPage><pageSize>10</pageSize><addWhere></addWhere><orderValue></orderValue></Item></Root>,NULL,,2012-11-01 07:14:00.6800661 +08:00,77dec868-d001-4790-b6a4-0fa8df9a39f9,2012-11-07 14:29:58.4596605 +08:00,0x0000000000019320
b0d83c0b-7f25-4abd-8f69-ed4e525f2aae,378ea5cb-0916-4cbc-a10c-8742d36e3d1c,2,100,标题,NULL,NULL,<Root><Item><PName></PName><Name>name</Name><AssemblyName>Spring.Windows.Framework</AssemblyName><ClassName>Spring.Windows.Framework.UiControl.SpringLabel</ClassName><TabIndex>0</TabIndex><LocationX>12</LocationX><LocationY>4</LocationY><SizeWidth>43</SizeWidth><SizeHeight>23</SizeHeight><Visible>True</Visible><ReadOnly>True</ReadOnly><Text>名称</Text><BackColor>-986896</BackColor><Dock>None</Dock><isNullable>False</isNullable><uiTitle></uiTitle><uiDefault></uiDefault><dbName></dbName><tbName></tbName><templateType>-1</templateType><listName></listName><subListName></subListName><valueMember></valueMember><displayMember></displayMember><displayType>0</displayType><isPage>False</isPage><pageSize>10</pageSize><addWhere></addWhere><orderValue></orderValue></Item><Item><PName></PName><Name>name</Name><AssemblyName>Spring.Windows.Framework</AssemblyName><ClassName>Spring.Windows.Framework.UiControl.SpringTextBox</ClassName><TabIndex>1</TabIndex><LocationX>71</LocationX><LocationY>0</LocationY><SizeWidth>170</SizeWidth><SizeHeight>21</SizeHeight><Visible>True</Visible><ReadOnly>False</ReadOnly><Text></Text><BackColor>-1</BackColor><Dock>None</Dock><isNullable>True</isNullable><uiTitle></uiTitle><uiDefault></uiDefault><dbName></dbName><tbName></tbName><templateType>-1</templateType><listName></listName><subListName></subListName><valueMember></valueMember><displayMember></displayMember><displayType>0</displayType><isPage>False</isPage><pageSize>10</pageSize><addWhere></addWhere><orderValue></orderValue></Item><Item><PName></PName><Name>shortName</Name><AssemblyName>Spring.Windows.Framework</AssemblyName><ClassName>Spring.Windows.Framework.UiControl.SpringLabel</ClassName><TabIndex>2</TabIndex><LocationX>254</LocationX><LocationY>3</LocationY><SizeWidth>39</SizeWidth><SizeHeight>23</SizeHeight><Visible>True</Visible><ReadOnly>True</ReadOnly><Text>简称</Text><BackColor>-986896</BackColor><Dock>None</Dock><isNullable>False</isNullable><uiTitle></uiTitle><uiDefault></uiDefault><dbName></dbName><tbName></tbName><templateType>-1</templateType><listName></listName><subListName></subListName><valueMember></valueMember><displayMember></displayMember><displayType>0</displayType><isPage>False</isPage><pageSize>10</pageSize><addWhere></addWhere><orderValue></orderValue></Item><Item><PName></PName><Name>shortName</Name><AssemblyName>Spring.Windows.Framework</AssemblyName><ClassName>Spring.Windows.Framework.UiControl.SpringTextBox</ClassName><TabIndex>3</TabIndex><LocationX>333</LocationX><LocationY>0</LocationY><SizeWidth>100</SizeWidth><SizeHeight>21</SizeHeight><Visible>True</Visible><ReadOnly>False</ReadOnly><Text></Text><BackColor>-1</BackColor><Dock>None</Dock><isNullable>True</isNullable><uiTitle></uiTitle><uiDefault></uiDefault><dbName></dbName><tbName></tbName><templateType>-1</templateType><listName></listName><subListName></subListName><valueMember></valueMember><displayMember></displayMember><displayType>0</displayType><isPage>False</isPage><pageSize>10</pageSize><addWhere></addWhere><orderValue></orderValue></Item><Item><PName></PName><Name>description</Name><AssemblyName>Spring.Windows.Framework</AssemblyName><ClassName>Spring.Windows.Framework.UiControl.SpringLabel</ClassName><TabIndex>4</TabIndex><LocationX>12</LocationX><LocationY>27</LocationY><SizeWidth>43</SizeWidth><SizeHeight>16</SizeHeight><Visible>True</Visible><ReadOnly>True</ReadOnly><Text>描述</Text><BackColor>-986896</BackColor><Dock>None</Dock><isNullable>False</isNullable><uiTitle></uiTitle><uiDefault></uiDefault><dbName></dbName><tbName></tbName><templateType>-1</templateType><listName></listName><subListName></subListName><valueMember></valueMember><displayMember></displayMember><displayType>0</displayType><isPage>False</isPage><pageSize>10</pageSize><addWhere></addWhere><orderValue></orderValue></Item><Item><PName></PName><Name>description</Name><AssemblyName>Spring.Windows.Framework</AssemblyName><ClassName>Spring.Windows.Framework.UiControl.SpringTextBox</ClassName><TabIndex>5</TabIndex><LocationX>71</LocationX><LocationY>24</LocationY><SizeWidth>170</SizeWidth><SizeHeight>21</SizeHeight><Visible>True</Visible><ReadOnly>False</ReadOnly><Text></Text><BackColor>-1</BackColor><Dock>None</Dock><isNullable>True</isNullable><uiTitle></uiTitle><uiDefault></uiDefault><dbName></dbName><tbName></tbName><templateType>-1</templateType><listName></listName><subListName></subListName><valueMember></valueMember><displayMember></displayMember><displayType>0</displayType><isPage>False</isPage><pageSize>10</pageSize><addWhere></addWhere><orderValue></orderValue></Item><Item><PName></PName><Name>tbName</Name><AssemblyName>Spring.Windows.Framework</AssemblyName><ClassName>Spring.Windows.Framework.UiControl.SpringLabel</ClassName><TabIndex>6</TabIndex><LocationX>254</LocationX><LocationY>27</LocationY><SizeWidth>73</SizeWidth><SizeHeight>21</SizeHeight><Visible>True</Visible><ReadOnly>True</ReadOnly><Text>实际表名称</Text><BackColor>-986896</BackColor><Dock>None</Dock><isNullable>False</isNullable><uiTitle></uiTitle><uiDefault></uiDefault><dbName></dbName><tbName></tbName><templateType>-1</templateType><listName></listName><subListName></subListName><valueMember></valueMember><displayMember></displayMember><displayType>0</displayType><isPage>False</isPage><pageSize>10</pageSize><addWhere></addWhere><orderValue></orderValue></Item><Item><PName></PName><Name>tbName</Name><AssemblyName>Spring.Windows.Framework</AssemblyName><ClassName>Spring.Windows.Framework.UiControl.SpringTextBox</ClassName><TabIndex>7</TabIndex><LocationX>333</LocationX><LocationY>24</LocationY><SizeWidth>222</SizeWidth><SizeHeight>21</SizeHeight><Visible>True</Visible><ReadOnly>False</ReadOnly><Text></Text><BackColor>-1</BackColor><Dock>None</Dock><isNullable>True</isNullable><uiTitle></uiTitle><uiDefault></uiDefault><dbName></dbName><tbName></tbName><templateType>-1</templateType><listName></listName><subListName></subListName><valueMember></valueMember><displayMember></displayMember><displayType>0</displayType><isPage>False</isPage><pageSize>10</pageSize><addWhere></addWhere><orderValue></orderValue></Item></Root>,NULL,,2012-10-23 11:10:36.4083654 +08:00,77dec868-d001-4790-b6a4-0fa8df9a39f9,2012-11-07 09:03:16.6474977 +08:00,0x00000000000190A8
78c009fa-2cd0-4f58-b5dd-c6e98c8b252b,37a2390e-a44d-44e5-aceb-cf96a5004aec,1,100,下拉列表模板,NULL,NULL,<Root><Item><name>no</name><uiWidth>40</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>name</name><uiWidth>140</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>description</name><uiWidth>150</uiWidth><uiReadOnly>True</uiReadOnly></Item></Root>,NULL,,2012-10-11 11:55:07.3448489 +08:00,77dec868-d001-4790-b6a4-0fa8df9a39f9,2013-03-25 11:18:18.7676767 +08:00,0x000000000005C4A3
9c8dc2f9-5d0e-4a31-ba70-861573a85f70,3a8ceb2c-2c8c-4727-b065-3e7d3fd42e64,1,1,浏览,NULL,NULL,<Root><Item><name>entType</name><uiWidth>80</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>code</name><uiWidth>80</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>name</name><uiWidth>200</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>nameEn</name><uiWidth>100</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>shortName</name><uiWidth>80</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>shortNameEn</name><uiWidth>80</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>type</name><uiWidth>80</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>address</name><uiWidth>220</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>zipCode</name><uiWidth>60</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>phone</name><uiWidth>120</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>fax</name><uiWidth>120</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>email</name><uiWidth>160</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>homePage</name><uiWidth>160</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>isDel</name><uiWidth>60</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>createUser</name><uiWidth>80</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>createTime</name><uiWidth>130</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>modifyUser</name><uiWidth>80</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>modifyTime</name><uiWidth>130</uiWidth><uiReadOnly>True</uiReadOnly></Item></Root>,NULL,295e169d-cf86-4077-b8a9-4c5ec42b565d,2018-11-19 18:24:29.4329342 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2018-11-19 18:29:40.8532246 +08:00,0x0000000000955D89
b0c211c7-3299-493e-9bd5-ae071280f369,3a8ceb2c-2c8c-4727-b065-3e7d3fd42e64,1,12,查询条件模板,NULL,NULL,<Root><Item><name>code</name><uiWidth>80</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>name</name><uiWidth>100</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>shortName</name><uiWidth>80</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>nameEn</name><uiWidth>60</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>shortNameEn</name><uiWidth>60</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>entType</name><uiWidth>80</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>type</name><uiWidth>60</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>address</name><uiWidth>100</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>zipCode</name><uiWidth>60</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>phone</name><uiWidth>80</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>fax</name><uiWidth>80</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>email</name><uiWidth>80</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>homePage</name><uiWidth>80</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>isDel</name><uiWidth>60</uiWidth><uiReadOnly>True</uiReadOnly></Item></Root>,NULL,77dec868-d001-4790-b6a4-0fa8df9a39f9,2013-03-21 10:03:51.3096688 +08:00,77dec868-d001-4790-b6a4-0fa8df9a39f9,2013-04-03 11:29:20.0661297 +08:00,0x000000000006710F
43f6fc39-2099-4be3-a18b-dae67f88c296,3a8ceb2c-2c8c-4727-b065-3e7d3fd42e64,1,100,下拉列表,NULL,NULL,<Root><Item><name>name</name><uiWidth>100</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>code</name><uiWidth>80</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>nameEn</name><uiWidth>60</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>shortName</name><uiWidth>80</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>shortNameEn</name><uiWidth>60</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>entTypeName</name><uiWidth>80</uiWidth><uiReadOnly>True</uiReadOnly></Item></Root>,NULL,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-03-14 20:10:25.5434041 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-03-14 20:10:25.5434041 +08:00,0x0000000000129646
7fad8326-e6a3-4a37-a287-99f4dcddb58a,3a8ceb2c-2c8c-4727-b065-3e7d3fd42e64,1,101,查询显示模板,NULL,NULL,<Root><Item><name>code</name><uiWidth>80</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>name</name><uiWidth>180</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>shortName</name><uiWidth>80</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>entTypeName</name><uiWidth>80</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>nameEn</name><uiWidth>60</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>shortNameEn</name><uiWidth>60</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>entType</name><uiWidth>80</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>isDel</name><uiWidth>60</uiWidth><uiReadOnly>True</uiReadOnly></Item></Root>,NULL,77dec868-d001-4790-b6a4-0fa8df9a39f9,2013-03-21 10:03:22.6836185 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2013-05-14 09:44:33.8727810 +08:00,0x000000000009DBB3
34c127a1-67f5-4d69-aa49-bd3b32fdfee7,3a8ceb2c-2c8c-4727-b065-3e7d3fd42e64,3,301,编辑,NULL,NULL,"<TABLE>
<TBODY>
<TR>
<TD><SPAN id=lbl_entType>企业分类</SPAN> </TD>
<TD><SELECT id=txt_entType style=""WIDTH: 250px""></SELECT> </TD>
<TD><SPAN id=lbl_isDel>注销</SPAN> </TD>
<TD><INPUT id=txt_isDel type=checkbox> </TD></TR>
<TR>
<TD><SPAN id=lbl_name>企业名称</SPAN> </TD>
<TD><INPUT id=txt_name style=""WIDTH: 250px""> </TD>
<TD><SPAN id=lbl_code>企业编码</SPAN> </TD>
<TD><INPUT id=txt_code style=""WIDTH: 150px""> </TD></TR>
<TR>
<TD><SPAN id=lbl_shortName>缩略名称</SPAN> </TD>
<TD><INPUT id=txt_shortName style=""WIDTH: 250px""> </TD>
<TD><SPAN id=lbl_type>企业类型</SPAN> </TD>
<TD><SELECT id=txt_type style=""WIDTH: 150px""></SELECT> </TD></TR>
<TR>
<TD><SPAN id=lbl_nameEn>英文名称</SPAN> </TD>
<TD><INPUT id=txt_nameEn style=""WIDTH: 250px""> </TD>
<TD><SPAN id=lbl_shortNameEn>英文简称</SPAN> </TD>
<TD><INPUT id=txt_shortNameEn style=""WIDTH: 150px""> </TD></TR>
<TR>
<TD><SPAN id=lbl_address>详细地址</SPAN> </TD>
<TD><INPUT id=txt_address style=""WIDTH: 250px""> </TD>
<TD><SPAN id=lbl_zipCode>邮编</SPAN> </TD>
<TD><INPUT id=txt_zipCode style=""WIDTH: 150px""> </TD></TR>
<TR>
<TD><SPAN id=lbl_phone>电话</SPAN> </TD>
<TD><INPUT id=txt_phone style=""WIDTH: 150px""> </TD>
<TD><SPAN id=lbl_fax>传真</SPAN> </TD>
<TD><INPUT id=txt_fax style=""WIDTH: 150px""> </TD></TR>
<TR>
<TD><SPAN id=lbl_email>电子邮件</SPAN> </TD>
<TD><INPUT id=txt_email style=""WIDTH: 150px""> </TD>
<TD><SPAN id=lbl_homePage>主页</SPAN> </TD>
<TD><INPUT id=txt_homePage style=""WIDTH: 150px""> </TD></TR>
<TR>
<TD><SPAN id=lbl_remark>备注</SPAN> </TD>
<TD colSpan=3><TEXTAREA id=txt_remark style=""HEIGHT: 87px; WIDTH: 443px"" rows=1 cols=15>                </TEXTAREA> </TD></TR>
<TR>
<TD><SPAN id=lbl_createUser>创建人</SPAN> </TD>
<TD><INPUT id=txt_createUser style=""WIDTH: 150px""> </TD>
<TD><SPAN id=lbl_createTime>创建时间</SPAN> </TD>
<TD><INPUT id=txt_createTime style=""WIDTH: 150px""> </TD></TR>
<TR>
<TD><SPAN id=lbl_modifyUser>修改人</SPAN> </TD>
<TD><INPUT id=txt_modifyUser style=""WIDTH: 150px""> </TD>
<TD><SPAN id=lbl_modifyTime>修改时间</SPAN> </TD>
<TD><INPUT id=txt_modifyTime style=""WIDTH: 150px""> </TD></TR>
<TR>
<TD><SPAN id=lbl_sId>sId</SPAN> </TD>
<TD><INPUT id=txt_sId style=""WIDTH: 250px""> </TD>
<TD></TD>
<TD></TD></TR></TBODY></TABLE>",NULL,295e169d-cf86-4077-b8a9-4c5ec42b565d,2018-11-19 18:43:50.1058680 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2018-11-19 18:51:07.5190342 +08:00,0x0000000000955DA3
57a32f5e-e3d1-4f11-8f2a-2c11c3779f98,446367d6-5374-478d-8242-d3a827dd427e,1,1,显示,NULL,NULL,<Root><Item><name>userIsDel</name><uiWidth>60</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>userId</name><uiWidth>80</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>relType</name><uiWidth>80</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>userName</name><uiWidth>80</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>userCode</name><uiWidth>60</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>userGender</name><uiWidth>60</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>userPhone</name><uiWidth>130</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>userMobilePhone</name><uiWidth>130</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>userEmail</name><uiWidth>180</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>userMsn</name><uiWidth>130</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>userQq</name><uiWidth>80</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>createUser</name><uiWidth>80</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>createTime</name><uiWidth>130</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>modifyUser</name><uiWidth>80</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>modifyTime</name><uiWidth>130</uiWidth><uiReadOnly>True</uiReadOnly></Item></Root>,NULL,295e169d-cf86-4077-b8a9-4c5ec42b565d,2018-11-20 11:58:34.5877303 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2018-11-20 12:04:22.9711097 +08:00,0x0000000000956189
820faf67-2784-4de0-bca1-4256604726fb,446367d6-5374-478d-8242-d3a827dd427e,1,2,编辑,NULL,NULL,<Root><Item><name>userIsDel</name><uiWidth>60</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>userId</name><uiWidth>80</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>relType</name><uiWidth>80</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>remark</name><uiWidth>60</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>userName</name><uiWidth>80</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>userCode</name><uiWidth>60</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>userGender</name><uiWidth>60</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>userPhone</name><uiWidth>130</uiWidth><uiReadOnly>True</uiReadOnly></Item></Root>,NULL,295e169d-cf86-4077-b8a9-4c5ec42b565d,2018-11-20 12:03:09.2675990 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2018-11-20 12:03:09.2675990 +08:00,0x0000000000956166
5b9a2be1-7269-438b-9711-2dd8547f178e,44e26a22-ef1a-4204-8d12-cfbd82c963ea,1,1,显示,NULL,NULL,<Root><Item><name>runTime</name><uiWidth>130</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>state</name><uiWidth>70</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>error</name><uiWidth>350</uiWidth><uiReadOnly>False</uiReadOnly></Item></Root>,NULL,295e169d-cf86-4077-b8a9-4c5ec42b565d,2019-01-07 15:49:54.9981713 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2019-01-07 15:49:54.9981713 +08:00,0x0000000000977F90
11ea7608-0443-40d6-92c0-1ef1ecd14987,475e318b-7531-4293-8d1f-cc3d51997ee9,1,1,编辑模板,NULL,NULL,<Root><Item><name>orgId</name><uiWidth>100</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>isDel</name><uiWidth>50</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>orgTypeName</name><uiWidth>80</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>rootEntName</name><uiWidth>100</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>entName</name><uiWidth>100</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>code</name><uiWidth>60</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>shortName</name><uiWidth>70</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>createUser</name><uiWidth>80</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>createTime</name><uiWidth>80</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>modifyUser</name><uiWidth>80</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>modifyTime</name><uiWidth>80</uiWidth><uiReadOnly>True</uiReadOnly></Item></Root>,NULL,77dec868-d001-4790-b6a4-0fa8df9a39f9,2012-11-08 00:29:46.8162299 +08:00,77dec868-d001-4790-b6a4-0fa8df9a39f9,2013-04-06 21:21:04.1656905 +08:00,0x000000000006DECA
0b4d872e-95d2-4048-a766-f709bc7c64ce,5f3dcd61-2fce-45c0-9730-e6355f985653,1,100,下拉列表,NULL,NULL,<Root><Item><name>name</name><uiWidth>80</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>dbTypeName</name><uiWidth>80</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>description</name><uiWidth>100</uiWidth><uiReadOnly>False</uiReadOnly></Item></Root>,NULL,77dec868-d001-4790-b6a4-0fa8df9a39f9,2012-11-06 13:31:15.8913417 +08:00,77dec868-d001-4790-b6a4-0fa8df9a39f9,2012-11-06 14:21:18.6248198 +08:00,0x0000000000018FC0
b0242928-d9be-4efb-b211-b5fc5a5787dd,64b6e995-fe65-4165-89e2-136b2852fbb2,1,100,下拉列表,NULL,NULL,<Root><Item><name>no</name><uiWidth>50</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>code</name><uiWidth>80</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>name</name><uiWidth>100</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>description</name><uiWidth>100</uiWidth><uiReadOnly>False</uiReadOnly></Item></Root>,NULL,77dec868-d001-4790-b6a4-0fa8df9a39f9,2012-11-07 09:30:28.6232626 +08:00,77dec868-d001-4790-b6a4-0fa8df9a39f9,2012-11-07 09:30:58.8871875 +08:00,0x0000000000019104
8e64f89f-4755-474a-ae89-e3ad3454dcf6,699c762d-6f55-41a3-8e46-26d331d2c462,1,11,排序模板,NULL,NULL,<Root><Item><name>name</name><uiWidth>80</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>description</name><uiWidth>100</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>descriptionEn</name><uiWidth>100</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>createUser</name><uiWidth>80</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>createTime</name><uiWidth>80</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>modifyUser</name><uiWidth>80</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>modifyTime</name><uiWidth>80</uiWidth><uiReadOnly>True</uiReadOnly></Item></Root>,NULL,77dec868-d001-4790-b6a4-0fa8df9a39f9,2012-11-06 16:07:40.5919457 +08:00,77dec868-d001-4790-b6a4-0fa8df9a39f9,2012-11-06 16:11:22.5155611 +08:00,0x0000000000019037
b411cb62-76ce-47e1-89ba-ff6521b9a1f5,6fb7b09a-1a75-4292-9b3a-36875d759674,1,1,编辑模板,NULL,NULL,<Root><Item><name>postId</name><uiWidth>100</uiWidth><uiReadOnly>False</uiReadOnly></Item><Item><name>postTypeName</name><uiWidth>80</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>isDel</name><uiWidth>50</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>entName</name><uiWidth>100</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>code</name><uiWidth>60</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>name</name><uiWidth>100</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>nameEn</name><uiWidth>100</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>createUser</name><uiWidth>80</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>createTime</name><uiWidth>80</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>modifyUser</name><uiWidth>80</uiWidth><uiReadOnly>True</uiReadOnly></Item><Item><name>modifyTime</name><uiWidth>80</uiWidth><uiReadOnly>True</uiReadOnly></Item></Root>,NULL,77dec868-d001-4790-b6a4-0fa8df9a39f9,2012-11-08 00:45:30.3755986 +08:00,77dec868-d001-4790-b6a4-0fa8df9a39f9,2012-11-08 00:47:07.6349546 +08:00,0x000000000001A37E
